플랫폼,시간,질문,대응
kakaoi,2021-02-08 17:00,부정합격자,
kakaoi,2021-02-08 17:01,부정합격자,
kakaoi,2021-02-08 17:01,부정합격자,
kakaoi,2021-02-08 17:01,인재상,한국남부발전(주) 인재상은 아래의 버튼을 눌러 확인해주세요.
kakaoi,2021-02-08 17:01,합격취소,
kakaoi,2021-02-08 17:01,합격취소,"채용 결격사유는 당사의 인사관리규정 제10조(신규채용자의 결격사유)를 확인해 주세요.그외 지원서 허위작성, 증빙서 위·변조 및 각 전형단계의 부정행위자(채용비리 등)는 불합격 처리 됩니다.[인사관리규정 제10조(신규채용자의 결격사유)]다음 각 호의 1에 해당하는 자는 직원으로 채용할 수 없다.1.피성년후견인 또는 피한정후견인 2. 파산자(破産者)로서 복권되지 아니한 자3. 금고(禁錮) 이상의 형을 받고 그 집행이 종료되거나 집행을 받지 아니하기로 확정된 후 5년을 경과하지 아니한 자4. 금고(禁錮) 이상의 형을 받고 그 집행유예기간이 만료된 날로부터 2년을 경과하지 아니한 자5. 금고(禁錮) 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자6. 징계(懲戒)에 의하여 해임의 처분을 받은 때로부터 5년을 경과하지 아니한 자7. 법원의 판결 또는 법률에 의하여 자격이 상실 또는 정지된 자8. 불량한 소행의 사실이 있는 자(신원조회 결과 특이사항이 발견된 자 등) 또는 비위로 인한 면직사실이 있는 자9. 병역기피의 사실이 있는 자10. 제9조의 규정에 따른 입사제출서류에 허위사실이 발견된 자11. 신체검사 결과 불합격으로 판정된 자12.「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조에 따른 비위면직자 등의 취업제한 적용을 받는 자 13. 공무원 또는 「공공기관의 운영에 관한 법률」에서 정한 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용 취소 처분을 받은 때로부터 5년이 지나지 아니한 자 14.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 규정된 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 자15. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면 해임되거나 형 또는 치료감호를 선고받아 그 형 또는 치료감호가 확정된 자(집행유예를 선고받은 후 그 집행유예기간이 경과한 자를 포함한다)가.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력범죄나.「아동청소년의 성보호에 관한 법률」 제2조 제2호에 따른 아동청소년대상 성범죄"
kakaoi,2021-02-08 17:03,결격사유,"채용 결격사유는 당사의 인사관리규정 제10조(신규채용자의 결격사유)를 확인해 주세요.그외 지원서 허위작성, 증빙서 위·변조 및 각 전형단계의 부정행위자(채용비리 등)는 불합격 처리 됩니다.[인사관리규정 제10조(신규채용자의 결격사유)]다음 각 호의 1에 해당하는 자는 직원으로 채용할 수 없다.///1.피성년후견인 또는 피한정후견인 2. 파산자(破産者)로서 복권되지 아니한 자3. 금고(禁錮) 이상의 형을 받고 그 집행이 종료되거나 집행을 받지 아니하기로 확정된 후 5년을 경과하지 아니한 자4. 금고(禁錮) 이상의 형을 받고 그 집행유예기간이 만료된 날로부터 2년을 경과하지 아니한 자5. 금고(禁錮) 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자6. 징계(懲戒)에 의하여 해임의 처분을 받은 때로부터 5년을 경과하지 아니한 자7. 법원의 판결 또는 법률에 의하여 자격이 상실 또는 정지된 자8. 불량한 소행의 사실이 있는 자(신원조회 결과 특이사항이 발견된 자 등) 또는 비위로 인한 면직사실이 있는 자9. 병역기피의 사실이 있는 자10. 제9조의 규정에 따른 입사제출서류에 허위사실이 발견된 자///11. 신체검사 결과 불합격으로 판정된 자12.「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조에 따른 비위면직자 등의 취업제한 적용을 받는 자 13. 공무원 또는 「공공기관의 운영에 관한 법률」에서 정한 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용 취소 처분을 받은 때로부터 5년이 지나지 아니한 자 14.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 규정된 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 자15. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면 해임되거나 형 또는 치료감호를 선고받아 그 형 또는 치료감호가 확정된 자(집행유예를 선고받은 후 그 집행유예기간이 경과한 자를 포함한다)가.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력범죄나.「아동청소년의 성보호에 관한 법률」 제2조 제2호에 따른 아동청소년대상 성범죄"
kakaoi,2021-02-08 17:03,결격사유,"채용 결격사유는 당사의 인사관리규정 제10조(신규채용자의 결격사유)를 확인해 주세요.그외 지원서 허위작성, 증빙서 위·변조 및 각 전형단계의 부정행위자(채용비리 등)는 불합격 처리 됩니다.///[인사관리규정 제10조(신규채용자의 결격사유)]다음 각 호의 1에 해당하는 자는 직원으로 채용할 수 없다.1.피성년후견인 또는 피한정후견인 2. 파산자(破産者)로서 복권되지 아니한 자3. 금고(禁錮) 이상의 형을 받고 그 집행이 종료되거나 집행을 받지 아니하기로 확정된 후 5년을 경과하지 아니한 자4. 금고(禁錮) 이상의 형을 받고 그 집행유예기간이 만료된 날로부터 2년을 경과하지 아니한 자5. 금고(禁錮) 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자6. 징계(懲戒)에 의하여 해임의 처분을 받은 때로부터 5년을 경과하지 아니한 자7. 법원의 판결 또는 법률에 의하여 자격이 상실 또는 정지된 자8. 불량한 소행의 사실이 있는 자(신원조회 결과 특이사항이 발견된 자 등) 또는 비위로 인한 면직사실이 있는 자9. 병역기피의 사실이 있는 자10. 제9조의 규정에 따른 입사제출서류에 허위사실이 발견된 자///11. 신체검사 결과 불합격으로 판정된 자12.「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조에 따른 비위면직자 등의 취업제한 적용을 받는 자 13. 공무원 또는 「공공기관의 운영에 관한 법률」에서 정한 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용 취소 처분을 받은 때로부터 5년이 지나지 아니한 자 14.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 규정된 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 자15. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면 해임되거나 형 또는 치료감호를 선고받아 그 형 또는 치료감호가 확정된 자(집행유예를 선고받은 후 그 집행유예기간이 경과한 자를 포함한다)가.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력범죄나.「아동청소년의 성보호에 관한 법률」 제2조 제2호에 따른 아동청소년대상 성범죄"
kakaoi,2021-02-09 09:02,비전,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-09 09:02,연혁,한국남부발전의 연혁을 한 눈에 보실 수 있도록 안내해 드릴게요.
kakaoi,2021-02-09 09:02,경영진,한국남부발전의 경영진을 안내해 드릴게요.
kakaoi,2021-02-09 09:03,조직도,한국남부발전 조직도를 안내해 드릴게요. -> 조직도(전사)  :  kospo.co.kr/kospo/283/subview.do -> 조직도(본사)  :  kospo.co.kr/kospo/284/subview.do
kakaoi,2021-02-09 09:17,채용우대,"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재※ 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 확인하여 주시기 바랍니다."
kakaoi,2021-02-09 09:17,가산점,"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재※ 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 확인하여 주시기 바랍니다."
kakaoi,2021-02-09 09:18,주변지역,"1. 발전소 주변지역 주민○ 하동발전본부 : 발전소 착공일(‘93.9.14) 포함 이전 3년 이상 연속 거주한 자 및 그 자녀 (2대 직계비속까지 인정) - 해당지역 : 하동군 금성면, 금남면, 고전면, 남해군 고현면, 설천면○ 삼척발전본부  : 발전소건설을 위한 부지조성공사 착수일(‘11.1.1) 포함 이전 3년 이상 연속 거주한 자 및 그 자녀 (2대 직계비속까지 인정)  - 해당지역 : 삼척시 원덕읍 ///2. 이전 지역인재 채용목표제- 최종학력 기준(대학원 이상 제외)으로 부산광역시에 소재하는 대학 및 고등학교 졸업자 및 졸업예정자 ※ 부산지역 고등학교 졸업 후 다른 지역 대학교 졸업 및 졸업예정자는 대상에서 제외 ※ 본교의 위치와 분교 및 지방캠퍼스의 위치가 다른 경우 분교 및 지방캠퍼스에 위치한 지역인재에 해당  * ex) 부산대학교 양산캠퍼스 학생은 경남의 지역인재에 해당. 부산 이전지역 인재 비해당"
kakaoi,2021-02-09 09:30,남제주,[남제주]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-02-09 09:40,한림발전소주소,한림발전본부는 제주특별자치도 제주시 한림읍 한림중앙로 159에 위치하고 있습니다. 주소 등은 아래 링크를 참고해주세요.
kakaoi,2021-02-09 09:41,발전설,"한국남부발전은 한국형 표준 석탄화력으로 저비용, 고효율을 실현한 하동발전본부에서부터 평화의 섬 제주에 청정에너지를 공급하는 남제주발전본부와 한림발전소까지 전국 곳곳에 우리나라 총 설비용량의 약 9%를 운영하며 안정적인 전력공급을 책임지고 있습니다. 한국남부발전의 발전설비 및 현황에 대해서 더욱 자세히 알려드릴게요!"
kakaoi,2021-02-09 09:44,조직도,한국남부발전 조직도를 안내해 드릴게요. -> 조직도(전사)  :  kospo.co.kr/kospo/283/subview.do -> 조직도(본사)  :  kospo.co.kr/kospo/284/subview.do
kakaoi,2021-02-09 09:47,연료,"한국남부발전에서는 발전소별로 유연탄, LNG, 바이오중유를 사용중입니다. 발전소별로 사용중인 연료에 대해 좀더 자세하게 안내해드릴게요. * 유연탄(하동, 삼척) -> kospo.co.kr/kospo/196.subview.do * 유류, LNG, 바이오매스 -> kocpo.co.kr/kospo.197/subview.do"
kakaoi,2021-02-09 09:52,sns,"현재 한국남부발전이 운영중인 SNS는 인스타그램, 페이스북, 유튜브가 있습니다. 방문하고 싶은 채널을 눌러주세요!  인스타그램 : https://www.instagram.com/kospo_together 페이스북:https://www.facebook.com/onlykospo 유튜브 :https://www.youtube.com/channel/UCUsxFM3NWdzxtExBziavSLQ"
kakaoi,2021-02-09 09:55,인재상,한국남부발전(주) 인재상은 아래의 버튼을 눌러 확인해주세요.
kakaoi,2021-02-09 09:56,신체검사 불합격,"채용 결격사유는 당사의 인사관리규정 제10조(신규채용자의 결격사유)를 확인해 주세요.그외 지원서 허위작성, 증빙서 위·변조 및 각 전형단계의 부정행위자(채용비리 등)는 불합격 처리 됩니다.///[인사관리규정 제10조(신규채용자의 결격사유)]다음 각 호의 1에 해당하는 자는 직원으로 채용할 수 없다.1.피성년후견인 또는 피한정후견인 2. 파산자(破産者)로서 복권되지 아니한 자3. 금고(禁錮) 이상의 형을 받고 그 집행이 종료되거나 집행을 받지 아니하기로 확정된 후 5년을 경과하지 아니한 자4. 금고(禁錮) 이상의 형을 받고 그 집행유예기간이 만료된 날로부터 2년을 경과하지 아니한 자5. 금고(禁錮) 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자6. 징계(懲戒)에 의하여 해임의 처분을 받은 때로부터 5년을 경과하지 아니한 자7. 법원의 판결 또는 법률에 의하여 자격이 상실 또는 정지된 자8. 불량한 소행의 사실이 있는 자(신원조회 결과 특이사항이 발견된 자 등) 또는 비위로 인한 면직사실이 있는 자9. 병역기피의 사실이 있는 자10. 제9조의 규정에 따른 입사제출서류에 허위사실이 발견된 자///11. 신체검사 결과 불합격으로 판정된 자12.「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조에 따른 비위면직자 등의 취업제한 적용을 받는 자 13. 공무원 또는 「공공기관의 운영에 관한 법률」에서 정한 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용 취소 처분을 받은 때로부터 5년이 지나지 아니한 자 14.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 규정된 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 자15. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면 해임되거나 형 또는 치료감호를 선고받아 그 형 또는 치료감호가 확정된 자(집행유예를 선고받은 후 그 집행유예기간이 경과한 자를 포함한다)가.「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력범죄나.「아동청소년의 성보호에 관한 법률」 제2조 제2호에 따른 아동청소년대상 성범죄"
kakaoi,2021-02-09 10:33,부산발전본부,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-09 10:37,남제주,[남제주]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-02-09 10:40,복합,남제주복합은 설비용량 150MW로 제주지역 전력수급 안정화를 위해 신규건설한 고효율 친환경 복합화력발전소입니다. 남제주발전본부 소개 페이지로 연결해드릴게요.
kakaoi,2021-02-09 10:47,조직도,한국남부발전 조직도를 안내해 드릴게요. -> 조직도(전사)  :  kospo.co.kr/kospo/283/subview.do -> 조직도(본사)  :  kospo.co.kr/kospo/284/subview.do
kakaoi,2021-02-09 11:00,동반성장,"남부발전 동반성장은 중소기업과 협업을 통해 다양한 전략과 과제를 이행하며 상생하고 있어요. 다양한 지원으로 중소기업의 경쟁력을 향상시켜 주는 전략적 사업입니다. 1. 신기술 공동개발, 2. 기업경쟁력 강화, 3. 신제품 판로개척, 4. 성과유형 동반진출 사업운영궁금한 사항이 있다면 아래의 버튼을 눌러 확인할 수있어요."
kakaoi,2021-02-09 11:00,동반성장사업,[동반성장]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-02-09 13:10,동반성장,"남부발전 동반성장은 중소기업과 협업을 통해 다양한 전략과 과제를 이행하며 상생하고 있어요. 다양한 지원으로 중소기업의 경쟁력을 향상시켜 주는 전략적 사업입니다. 1. 신기술 공동개발, 2. 기업경쟁력 강화, 3. 신제품 판로개척, 4. 성과유형 동반진출 사업운영궁금한 사항이 있다면 아래의 버튼을 눌러 확인할 수있어요."
kakaoi,2021-02-09 13:14,rec계약,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-02-09 13:37,태양광,"한국남부발전은 국내 최대 태양광(98MW), 세계 최대 ESS(306MWh) 설비용량을 가진 솔라시도 태양광발전소 등 태양광 사업을 추진중입니다. 한국남부발전이 운영중인 태양광 사업 현황에 대해서 좀더 자세히 알려드릴게요.-> kospo.co.kr/kospo/199/subview.do건설 추진중인 태양광 사업에 대해서도 알려드립니다.-> kospo.co.kr/kospo/195/subview.do"
kakaoi,2021-02-09 13:39,신인천 전화,"신인천발전본부는 설비용량 1,800MW로 경인공업단지, 인천국제공항 등 전력수요 밀집지역에 전력을 공급하는 청정 LNG 복합화력 발전소입니다. 신인천발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-09 13:41,한림화력,"한림복합은 설비용량 105MW로, 제주지역 전력수급 조절의 중추적인 역할을 하고 있는 청정 LNG복합화력발전소입니다. 남제주발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-09 13:42,한림복합주소,한림발전본부는 제주특별자치도 제주시 한림읍 한림중앙로 159에 위치하고 있습니다. 주소 등은 아래 링크를 참고해주세요.
kakaoi,2021-02-09 13:52,채용 가산점,"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재※ 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 확인하여 주시기 바랍니다."
kakaoi,2021-02-09 13:53,부산출신 가산점,"1. 발전소 주변지역 주민○ 하동발전본부 : 발전소 착공일(‘93.9.14) 포함 이전 3년 이상 연속 거주한 자 및 그 자녀 (2대 직계비속까지 인정) - 해당지역 : 하동군 금성면, 금남면, 고전면, 남해군 고현면, 설천면○ 삼척발전본부  : 발전소건설을 위한 부지조성공사 착수일(‘11.1.1) 포함 이전 3년 이상 연속 거주한 자 및 그 자녀 (2대 직계비속까지 인정)  - 해당지역 : 삼척시 원덕읍 ///2. 이전 지역인재 채용목표제- 최종학력 기준(대학원 이상 제외)으로 부산광역시에 소재하는 대학 및 고등학교 졸업자 및 졸업예정자 ※ 부산지역 고등학교 졸업 후 다른 지역 대학교 졸업 및 졸업예정자는 대상에서 제외 ※ 본교의 위치와 분교 및 지방캠퍼스의 위치가 다른 경우 분교 및 지방캠퍼스에 위치한 지역인재에 해당  * ex) 부산대학교 양산캠퍼스 학생은 경남의 지역인재에 해당. 부산 이전지역 인재 비해당"
kakaoi,2021-02-09 13:59,채용,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2021-02-09 13:59,채용 안내,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
